text,coarse label
När föddes Kristus?,NUM
Var börjar kvalitetsdrycker?,LOC
Vilka färger är de fyra ränderna på en burk Pepsi uppifrån?,ENTY
Vilken typ av ämne är dextropropoxifen-napsylat?,ENTY
Vem är den franska litterära karaktären som främst är känd för sin enorma näsa?,HUM
Vad användes först av John L. Sullivan och James J. Corbett 1892?,ENTY
Vilket land omger San Marino| världens minsta republik?,LOC
Vem dödade Martin Luther King?,HUM
Vem äger rättigheterna i ett TV-program?,HUM
Vad satt Cool Hand Luke i fängelse för?,DESC
"Vad var V-8 Juice-sloganen: ""smaklöken""?",DESC
Vilken var Mae Wests senaste film?,ENTY
Vilken bokstav börjar Gorbatjovs mellannamn med?,ENTY
Vem uppfann Astroturf?,HUM
Vad gör dig fet?,DESC
Namnge ett flygande däggdjur.,ENTY
Vilken säsong äger en hiemal aktivitet normalt rum under?,NUM
I vilken riktning vetter de bästa surfstränderna?,LOC
Vad är världsrekordet för det längsta håret?,NUM
Vilket engelskt ord innehåller flest bokstäver?,ENTY
Hur vet jag om jag är avundsjuk på någon?,DESC
Vilken demokratisk prankster ledde tåget ut från stationen medan Richard Nixon talade från caboosen?,HUM
Hur tar James Bond sina martinis?,DESC
Vilken Kalifornisk viks största ö är Angel Island?,LOC
Vad hette flygningen som Fawaz Younis kapade?,ENTY
Vilken tidigare afrikansk ledare höll sitt lands boxningstitel i nio år?,HUM
Vad är en våt dröm?,DESC
Vilken bro i Kalifornien var Don Brown den första som korsade den 27 maj 1937?,LOC
"Vilket kameraföretag sa: """"Om du inte har tid| då har vi kameran""""?",HUM
Vad hände med Pepsi Clear?,DESC
Hur mycket kostar ett ton cement?,NUM
Vad är en mexikansk hårlös?,DESC
Vilken amerikansk poet från 2000-talet skrev en biografi om Abraham Lincoln i fyra volymer?,HUM
Var är det äldsta levande tinget på jorden?,LOC
Vilket smycke visas på Monopolys lyxskattutrymme?,ENTY
Vem slutade skriva dagboksinlägg den 31 maj 1669| för att han trodde att han blev blind?,HUM
Vilken journalist kan hittas i och runt Walden Puddle?,HUM
Hur dog Sokrates?,DESC
Hur många sidor har en obelisk?,NUM
Vilken var Edward Albees första teater i full längd?,ENTY
Vad förlorades och återfanns av poeten John Milton?,ENTY
Vilken kvinnlig kastare har slagit ut Ted Williams och Hank Aaron?,HUM
Hur kan forskare förutsäga väder genom att observera moln?,DESC
Vilka låtar var populära 1948?,ENTY
Vilket år uppfanns kanonen?,NUM
Hur många språk talar påven?,NUM
Vilken vik skiljer Marylands östra och västra stränder?,LOC
Vad heter sångaren Madonna på riktigt?,HUM
"Vilken fransman hävdade följande? Om Gud inte fanns skulle det vara nödvändigt att uppfinna honom. """,HUM
Vilken färg hade Ernest Hemingways ögon?,ENTY
"Vad är ursprunget till uttrycket ""ord av fyra bokstäver""?",DESC
Vem var den första kvinnan i rymden?,HUM
Vilket är det enda djuret som kan vända magen in och ut?,ENTY
Vilken professionell idrottsliga gav upphov till collegeutkastet?,HUM
Vad är skillnaden mellan en styrelse och en rådgivande styrelse?,DESC
Vem upptäckte imaginära siffror?,HUM
Vem gör Simpsons röster?,HUM
Hur många meter högt är hindret framför en löpares vattenhopp?,NUM
Vilken religion har flest medlemmar?,ENTY
Hur många kalorier finns det i ett glas vatten?,NUM
Vem är den rikaste personen i världen utan att äga ett företag?,HUM
Vad är SVHS?,ABBR
Vad är den kemiska reaktiviteten hos neon?,NUM
Var hittar jag information om Alexander Mackenzie?,LOC
Vad är det kulturella ursprunget till ceremonin för potlatch?,DESC
Vilken stad i Georgia fördömde Scarlett O'Hara att vara full av påträngande människor?,LOC
Hur många länder tittar på MTV Europe?,NUM
Vad är SAP?,ABBR
Vilket lager av atmosfären innehåller det mesta av ozonskiktet?,ENTY
Vad är flygplatskoden för Los Angeles International?,NUM
Vad var anspråket till berömmelse för Explorer I| som lanserades den 1 februari 1958?,DESC
"I låten """"Yankee Doodle""""| varför stack Yankee Doodle en fjäder i mössan och kallade den makaroner?",DESC
Vad står bokstäverna CE för på så många produkter| särskilt elektriska| som köpts nu?,ABBR
Var bodde den riktiga St. Nicholas?,LOC
"Vem tillverkar programvaran ""PhotoShop""?",HUM
Hur många ögon har en fladdermus?,NUM
Hur säger man 2 på latin?,ENTY
Vilket var Dwight Eisenhowers favoritkortspel?,ENTY
Vad är det höga ljudet som du hör i örat då och då| men sedan försvinner det efter ett tag?,ENTY
Vad är ursprunget till ordet nevermind?,DESC
Vem var den andra mannen som gick på månen?,HUM
Vad är servostyrning?,DESC
Var gick Dikembe Mutombo på college?,LOC
Vilken författare utnämndes till USA:s ambassadör i Spanien 1842?,HUM
Vilken vattenmassa mynner Yukon River ut i?,LOC
Vem är Westview Highs bandregissör i Funky Winkerbean?,HUM
Hur andas en kyckling inuti ett ägg?,DESC
Vad är Mark McGwires e-postadress?,LOC
Hur många pigor mjölkade?,NUM
Kentucky Horse Park ligger nära vilken stad?,LOC
"Vad är den keltiska symbolen för ""liv""?",ENTY
Vilken typ av frukt är en gul genomskinlig?,ENTY
Vilken låt satte James Taylor i rampljuset?,ENTY
Vilken dryck består av tequila| apelsinjuice och galliano?,ENTY
Nämn fyra serier om piloter.,ENTY
Vilken geologisk tid lever vi i?,NUM
Hur dunkar du?,DESC
Var ligger det massiva nordkoreanska kärnkomplexet?,LOC
Hur gör växter mat?,DESC
Var ligger Microsofts huvudkontor?,LOC
Hur byggde Hohenzollerna sin makt runt 17?,DESC
När var Kinas första kärnvapenprov?,NUM
Vad heter en grupp gäss?,ENTY
Varför hette Washington| DC ursprungligen District of Columbia?,DESC
Hur hittar jag en snowboardwebbplats?,DESC
Vilken sångares hitlåt inspirerade Dolly Parton Stallone-filmen Rhinestone?,HUM
Hur mycket kan en person böta för att ha en hund på en strand?,NUM
Varför får film- och TV-stjärnor så mycket betalt?,DESC
Vad är ett fångvaktarkontrakt?,DESC
Vad gör människor för att förhindra utrotningen av fåglar?,DESC
Varför är milen 528 fot?,DESC
Vilken asiatisk bukt blev förstörarna Maddox och C Turner Joy skottskjutna i?,LOC
Hur avlägsnas koldioxid från naturgas?,DESC
Vem är Edmund Kemper?,HUM
Vad var Mao| den kinesiska ledarens| fullständiga namn?,HUM
När är Dick Clarks födelsedag?,NUM
Vem är chef för den internationella gruppen som heter Human Genome Organization| HUGO| som försöker samordna genkartningsforskning över hela världen?,HUM
Vilken radiostation arbetade Paul Harvey för?,HUM
Vilken karaktär är berättarrösten för Treasure Island?,HUM
Vad är rätt sätt att förkorta cc. längst ner i ett affärsbrev?,ABBR
Vem spelade med Charlie Chaplin i Modern Times och The Great Dictator?,HUM
Vilka sju siffror följer riktnumret i siffran för långväga information?,NUM
Vilken Catch-22-karaktär väljs till borgmästare i ett halvt dussin italienska städer?,HUM
Vem bor farbror Duke's flickvän| älskling| med?,HUM
"Vem var den amerikanska generalen som när han uppmanades att ge upp| svarade: """"Herr| jag har ännu inte börjat slåss.""""?",HUM
När uppfanns streckkoden?,NUM
Vad måste produceras i en skrift av habeas corpus?,ENTY
Vilket lag spelade Babe Ruth sitt första stora ligamatch för?,HUM
Vilken klass kategoriseras som borgarklassen?,ENTY
Vilken släkting till Leo Tolstoj översatte krig och fred åtta gånger?,HUM
"Hur fungerar Nintendo ""Zapper""?",DESC
Hur många kort delas ut till varje spelare i Contract Bridge?,NUM
Vem var den andra personen någonsin som bar Iron Mans rustning?,HUM
Vad är InterLata Internet-tjänst?,DESC
Vem är regissör och redaktör för filmen Big med Tom Hanks i huvudrollen?,HUM
"Vad är den ""fjärde dimensionen""?",DESC
Vad är Homelite Inc.-hemsidan?,LOC
Hur gammal var Stevie Wonder när han skrev på med Motown Records?,NUM
"Vad är ""alternativ"" längre?",DESC
Varför kallar de en hamburgare för en hamburgare när det inte finns någon skinka?,DESC
Vem vann två guldmedaljer i skidåkning vid de olympiska spelen i Calgary?,HUM
Vilket år grundades företaget Avery Dennison?,NUM
Var rankas USA bland världsländerna i område?,NUM
Vilka är de fyra järnvägarna i Monopol?,HUM
Vad heter alla hav i världen och vilka världshav rinner de ut i?,LOC
Vad står BMW för?,ABBR
Namnge det högsta berget.,LOC
Vad är en biolog?,DESC
Vilken uppenbarelse gjorde Alexander Butterfield för senatens Watergate-kommitté?,DESC
På vilken ö finns statyer som heter Mauis?,LOC
Vad är en rädsla för svarta människor?,ENTY
Vilken är den mest odlade och ätna maten?,ENTY
Vilken var den värsta orkanen?,ENTY
Hur kan jag komma igång med att skriva för TV?,DESC
Var föddes Pythagoras?,LOC
Vilken stumfilm från 1927 fick en internationell återuppståndelse 1981?,ENTY
Vad är priset för AAA:s ansvarsförsäkring?,NUM
Vad är LMDS?,ABBR
Vilka är de tio rikaste människorna i världen?,HUM
Vem är ledaren för Brunei?,HUM
Vad är Italiens huvudstad?,LOC
Vilket spel spelar Garry Kasparov?,ENTY
Hur får du en poängsättare att bli röd?,DESC
Vad finns i Fort Knox som är så värdefullt?,ENTY
Vilken är den största vandringswebbplatsen?,LOC
Vad är befolkningen i Arcadia| Florida?,NUM
Vilken Stephen King-roman utspelas på en kyrkogård för husdjur?,ENTY
Vilka var huvudförfattare för Smothers Brothers Comedy Hour?,HUM
Vem porträtterade Prewett i From Here to Eternity?,HUM
Vad var uppföljaren till The Pink Panther?,ENTY
Hur många människor bor i städer?,NUM
Hur högt måste ett berg vara för att kallas ett berg?,NUM
Vilken skotsk poet skrev Till en mus och en lus?,HUM
Vad heter uppfinnaren av studslera?,HUM
Vilket hav omger Madeiraöarna?,LOC
Vilken berömd kommunistledare dog i Mexico City?,HUM
Vad var John Steinbecks reskamrat Charley?,ENTY
Vilka är huvudstäderna i de två stora länderna som ockuperar den iberiska halvön i Europa?,LOC
Hur många minor finns fortfarande i Falklandsöarna efter krigets slut?,NUM
"Hur kan jag komma i kontakt med Michael Moore från ""Roger & Me""?",DESC
Hur uttalas 'qigong' ordentligt?,DESC
Hur många liter vatten går över Niagra Falls varje sekund?,NUM
Vad färgar blått lakmuspapper rött?,ENTY
Vem var den första kvinnan som sprang milen på mindre än 436893 minuter?,HUM
Hur många exemplar av ett album måste säljas för att det ska bli ett guldalbum?,NUM
"Vilket är ""läsken för vuxna""?",ENTY
"Vilken är den enda grönsaken som börjar med ""z""?",ENTY
Vad är en rädsla för maskiner?,ENTY
Vem tilldelade The Flying Fickle Finger of Fate?,HUM
"Vad heter den typiska amerikanska staden i Sinclair Lewis ""Main Street""?",LOC
Vilken kurragömmalek spelas runt en burk?,ENTY
Vilken är den största staden i Texas?,LOC
Vilken framtida rådjurjägare skildrade Annie Halls neurotiska bror| Duane?,HUM
Vilken dryck är den bästa törstsläckaren?,ENTY
Var kan jag få en karta över Preussen på Internet?,LOC
Vad var det längsta kriget i USA: s historia?,ENTY
"Vad är en ""nod"" i datortermer?",DESC
Vilka är de fem rikaste länderna i världen?,LOC
Var ligger McCarren Airport?,LOC
Vilka är de populäraste pojknamnen i USA?,HUM
Hur många brickor tappade rymdfärjan Columbia vid sin andra flygning?,NUM
Hur många teskedar utgör en matsked?,NUM
Vem var textförfattare och vem var kompositören mellan Gilbert och Sullivan?,HUM
Vem var Randy Crafts advokat?,HUM
Vad är ursprunget till ordet Marijuana?,DESC
Vem var USA: s tredje president?,HUM
Vilket organ innehåller Langerhansöarna?,ENTY
Namnge Dick Tracys två barn.,HUM
Vad är en rädsla för poäng?,ENTY
Vilken bråkdel av en bävers liv spenderas simmandes?,NUM
Hur kan SQL-frågor förbättras?,DESC
Vilken är den mest radioaktiva maten?,ENTY
Vad var det tidigare namnet på Commonwealth?,HUM
Hur mycket kommer gas att beskattas i Kalifornien år 2000?,NUM
Vem gav kung Arthur rundabordet?,HUM
Vilken stat i USA täcker det största området?,LOC
Hur gör man ett datorchip?,DESC
Vem blev presidenten för USA 1789?,HUM
"Vem skrev ""The Scarlet Letter""?",HUM
Vem försökte Sara Jane Moore att mörda?,HUM
Vad är Linux?,DESC
"Hur många punkter utgör symbolen för ""därför""?",NUM
Vilken titel hade Shevardnadze under sovjettiden?,HUM
Vad åt pyramidbyggarna i Egypten främst?,ENTY
Vad är det internationella radiokodordet för bokstaven F?,ENTY
Vilka är de 28 tempus i det engelska språket?,ENTY
Vilken kung undertecknade Magna Carta?,HUM
Vilken programvara erbjuder uppfinnare användning av CAD-liknande design?,ENTY
Vad är agent orange?,DESC
Namnge barnet som lämnades utanför dörren i början av bensingränden.,HUM
Hur många postnummer finns det i USA?,NUM
Kan du namnge Sarges hund i Beetle Bailey?,ENTY
Varför ska du inte ta bort ett bi-stick med en pincett?,DESC
Vilket college spelade Dikembe Mutombo basket för?,HUM
Varför kom européerna först till Australien och Oceanien?,DESC
Vad sa den konfedererade konstitutionen om slaveri?,DESC
Hur lång tid tar det Vintergatan att göra en rotation?,NUM
Hur många äger husdjur?,NUM
Vilka webbplatser är länkade till rapporten om Genesis Eldercare?,LOC
Vad är en rädsla för löss?,ENTY
Hur lång tid tar det för olika material att brytas ner?,NUM
Hur många färger finns det i en regnbåge?,NUM
Vad hette Darth Vaders son?,HUM
Vilka problem bidrog till den höga felfrekvensen för slättbönder på 1800-talet?,DESC
Vilken brittisk kvinnlig popsångstjärna på 1960- och början av 1970-talet var barnskådespelerska på 1940- och 50-talet?,HUM
Var ligger McCarren Airport?,LOC
Hur effektivt är kondomer när det gäller att skydda mot aids?,DESC
Vilken del av Storbritannien består av höglandet| centrala låglandet och södra höglandet?,LOC
Hur många Marx Brothers var det?,NUM
Hur hög är Matterhorn?,NUM
Vilket land är stolt över att göra anspråk på Volcano National Park?,LOC
När föddes Babe Ruth?,NUM
Vem porträtterade fältmarskalk Erwin Rommel i The Desert Fox?,HUM
Vilket TV-frågesportprogram lämnade sändning 1975 till tonerna av Vera Lynns We'll Meet Again?,ENTY
Vilken riktning kastar de flesta baseballkastare mot?,LOC
Hur många Beanie Baby-webbplatser finns det?,NUM
Hur kan jag ringa en vän i ett annat land när jag inte kan telefonnumret?,DESC
Vad är 55 gånger sötare än rörsocker?,ENTY
Var bryts diamanter?,LOC
Hur får de Teflon att hålla sig till pannan?,DESC
Hur mycket pengar stal Marcos från deras land?,NUM
"Vem gör ""cross-your-heart behå""?",HUM
Vem är Archie Bunkers svärson?,HUM
Vilket företag producerar Spumante?,HUM
Vad är musikens ursprung?,DESC
"Vad betyder ""BYOB""?",ABBR
Vilket större flygbolag har världens bästa säkerhetsrekord?,HUM
Vilken president blev överdomare efter sitt presidentskap?,HUM
Hur många innings utgör ett officiell basebollmatch?,NUM
Vilken stad har en tidning som heter The Plain Dealer?,LOC
Vilken amerikansk stat skryter med Leif Ericson Park?,LOC
Hur många smaker erbjuder Baskin & Robbins?,NUM
Vem var chefsingenjör för Starship Enterprise?,HUM
Hur relaterar överhörning till InSb-tjocklek i infraröda detektorer?,DESC
Vilken borgmästare gjorde så många TV-framträdanden att han blev ombedd att gå med i AFTRA 1984?,HUM
Vilken typ av ubåt köptes nyligen av Sydkorea?,ENTY
Hur mycket i miles är tio K?,NUM
När föddes Beethoven?,NUM
Vem är den mest sexiga kändisen?,HUM
Vilken detektiv bor på Punchbowl Hill och har 11 barn?,HUM
Var har ukulele sitt ursprung?,LOC
Tidigare tillverkades roterande motorer av vem?,HUM
Vad betyder seccession?,DESC
Vem porträtterade titelpersonen i filmen The Day of the Jackal?,HUM
Vad heter bukten mellan Sverige och Finland?,LOC
Vem var den första X-mannen att dö i strid?,HUM
Hur blir vädret idag?,DESC
Vem är Ghanas president?,HUM
Vilket kön nekas rösträtt i Kuwait?,ENTY
Vilka två länder ligger Andorra inbäddat mellan?,LOC
Hur länge sedan var beslutet Roe vs. Wade av högsta domstolen?,NUM
Vilken terroristgrupp leddes av Donald DeFreeze?,HUM
Vilka är de fyra största bergskedjorna i det kontinentala USA?,LOC
Hur stor är studentkroppen vid University of Massachusetts i Amherst?,NUM
Hur kan jag bestämma radien på en ellips?,DESC
Vem spelade i filmen The War of the Worlds?,HUM
Hur många olika typer av glass finns det?,NUM
Vilken skådespelare| som hade störst berömmelse på TV| blev far till trillingar?,HUM
Vad är Homelite Inc.-hemsidan?,LOC
Vad är den gyllene regeln?,DESC
Vad är en film som Kevin Costner gjorde om Sioux Indians?,ENTY
Vad hade miljontals barn på huvudet 1955?,ENTY
Hur påverkar färg psykologiskt en person?,DESC
Vad är Columbia Tristars telefonnummer?,NUM
Vilken typ av djur är det enklaste husdjuret som finns?,ENTY
Vad är ljud?,DESC
Vad hette hästen som föll på drottning Elizabeth| prins Alberts fru?,ENTY
Vilka är de nuvarande invandringslagarna i USA?,DESC
Vilka var de fem inledande orden på Ben Casey?,ENTY
Varför står det på barns hostmedicin att inte köra bil medan du använder detta läkemedel?,DESC
Vilken hårfärg kan jag använda för att bara täcka lite grått?,ENTY
Var föddes Tesla?,LOC
Vad gör Larry King för att försörja sig?,HUM
Vem sköt Lee Harvey Oswald?,HUM
När dog Jaco Pastorius?,NUM
Vilken blodsport har en rörelse som kallas veronica?,ENTY
"Vad skapade termen ""MiG Alley""?",ENTY
Vad är det vanligaste gatunamnet i Amerika?,LOC
Vad är skillnaden mellan khaki och chino?,DESC
Vad är oändlighetens ursprung?,DESC
Vilken legering bildar koppar och tenn?,ENTY
Vilka växter finns vid en mynning?,ENTY
Vilka är biverkningarna av mevacor?,DESC
Vilka är de fem högsta byggnaderna i världen?,LOC
Colin Powell är mest känd för vilken prestation?,DESC
Vad hette datorn under 2001: A Space Odyssey?,ENTY
Vem porträtterade Renaud i Casablanca?,HUM
Vilket land har problem med huliganer?,LOC
Vilken planet upptäckte Percival Lovell?,LOC
Hur ofta byts hjärnceller ut?,NUM
Hur mycket spenderade Merkurius på reklam 1993?,NUM
Vilken typ av raket sköt upp rymdskeppet Surveyor?,ENTY
Vilket land innehåller den västligaste punkten i Sydamerika?,LOC
Vad försökte abolitionister sluta?,ENTY
Vad är den amerikanska dollars motsvarighet för 8 pund i Storbritannien?,NUM
Varför ska cigarettrökning förbjudas?,DESC
Vilket år dog Charles Dicken?,NUM
Vilken DH Lawrence-roman fick ursprungligen titeln Tenderness?,ENTY
Vilken rockgrupp gjorde kaos i Vita huset genom att sjunga American Woman?,HUM
Vad är en rädsla för natt eller mörker?,ENTY
Vad är ursprunget till namnet av rockbandet Led Zeppelin?,DESC
Hur var Lawrence?,DESC
Hur vet jag om jag är gravid?,DESC
När lämnade de sista amerikanerna Vietnam?,NUM
Vilken berömd clown uppträdde i en tidig Howdy Doody Show och insisterade på att Clarabell skulle göras till en riktig clown?,HUM
Vilken grupp bildades 1969 efter att polisen mötte motstånd från beskyddare på Stonewall| en gaybar i Greenwich Village?,HUM
Vem var Confucius?,HUM
Vilken snackmat har åsar?,ENTY
Vilket är det mest populära fyrspelarspel genom tiderna?,ENTY
Vad betyder namnet Tatiana?,DESC
Hur många människor dog när Estland sjönk 1994?,NUM
Vilken stad i södra Kalifornien är uppkallad efter en karaktär som blev känd av Edgar Rice Burroughs?,LOC
Hur många färger finns det i en regnbåge?,NUM
Vad är chickadeeens livsmiljö?,LOC
Vilket läkemedel används ofta för att behandla AIDS-patienter?,ENTY
Vilken av de fem sinnena utvecklas först?,ENTY
Var kom namnet rotöl från?,DESC
Vad är startpunkten för bestigningar av Mount Everest?,LOC
Vad är en paleontologs genomsnittliga lön?,NUM
Var ligger världens största postkontorsbyggnad?,LOC
Vem är för närvarande den mest populära sångaren i världen?,HUM
Vem var det första djuret i rymden?,ENTY
Vilket är det rätta sättet att montera en rulle toalettpapper?,ENTY
Vilken Jules Verne-roman innehåller forskare som hålls fångna i ubåten Nautilus?,ENTY
Varför kallas Rush's 2112 för 2112?,DESC
Vad är statsmottot i Kalifornien?,DESC
Vilken funktion har homeostas på existensen av en organism?,DESC
Vilket företag började med att tillverka pajer och slutade med tillverkning av plastleksaker?,HUM
Vad betyder förkortningen HLR?,ABBR
Vad heter det judiska alfabetet?,ENTY
Vilka är de baltiska staterna?,DESC
Hur många utrotningshotade arter finns det i världen?,NUM
Vilken stor amerikansk stad hade den högsta mordprocenten år 1988?,LOC
"Vem var bandledarmentorn för Ella Fitzgerald med vilken hon skrev """"A-Tisket| A-Tasket""""?",HUM
Vem uppfann basket?,HUM
Hur har TV påverkat vårt samhälle?,DESC
När var det sista stora utbrottet av Mount St. Helens?,NUM
Vad hette Humphrey Bogarts klubb i Casablanca?,HUM
Vilken amerikansk myndighet registrerar varumärken?,HUM
Vad är osmos?,DESC
Vilket format var VHSs stora konkurrent?,ENTY
Vilken hockeyspelare skämtade Ronald Reagan om att han skulle byta Texas mot?,HUM
Vad är världens dödligaste infektionssjukdom?,ENTY
Vilken smittsam sjukdom är världens dödligaste?,ENTY
Vilken president begravdes i sitt förfäders hem med utsikt över Hudson River i Hyde Park| New York?,HUM
Hur mycket såldes den första Barbie-dockan för år 1959?,NUM
Vilket land var general Douglas McArthur i när han återkallades av president Truman?,LOC
Vilka är de fem mest populära Usenet-grupperna?,HUM
Vilka är de sju dödssynderna?,DESC
Vad är latitud och longitud för El Paso| Texas?,NUM
Vad betyder namnet Melissa?,DESC
Vad är snöns natur och hur skiljer sif formandet av snö sig från formandet av is?,DESC
Hur många huvudskador uppkommer från fritidsskridskoåkning varje år?,NUM
En normal mänsklig graviditet varar hur många månader?,NUM
Vilken typ av idrottslag är Buffalo Sabres?,ENTY
Vilket ogenomträngligt system med franska befästningar byggdes längs den tyska gränsen före andra världskriget?,ENTY
Vad är nya datorspel för Windows 95 eller 98?,ENTY
Vem tämjde den vilda kalkonen?,HUM
Hur kan jag få någons telefonnummer om jag bara har deras skärmnamn?,DESC
Vilket europeiskt lopp ser vinnaren av sin bergsetapp tilldelad en tröja med stora röda prickar?,ENTY
Vilket land kommer Ileana Cotrubas från?,LOC
Vad är mottot för pojkscouterna?,DESC
Vilka två europeiska länder förenas Gran San Bernardo Pass?,LOC
Vilken film regisserade Steven Spielberg 1975?,ENTY
Vilken typ av varelser är Kanarieöarna uppkallade efter?,ENTY
Vad hette den amerikanska helikopterpiloten som sköts ned över Nordkorea?,HUM
"Vad är en manlig ""cuckquean""?",DESC
Vilka är de faktorer som leder till den höga tonårsgraviditetsgraden i Spartanburg| South Carolina?,DESC
Namnge designern av skon som skapade miljontals plastimitationer| så kallade geléer.,HUM
Vad står RCA för?,ABBR
Varför kallas glassgrytor grytor?,DESC
Vad är singular av tärningar?,ENTY
Vem är Olive Oyls bror?,HUM
"Vilken 12-timmars förkylningsmedicin använder formeln """"6| 6| 12"""" i sina annonser?",ENTY
Vilken var den första videon som någonsin gjorts?,ENTY
Vad är trollsländornas favoritmat?,ENTY
Vilken kung bojkottade prins Charles bröllop?,HUM
Vad gör Nicholas Cage för att försörja sig?,HUM
Vad var smeknamnet på modellen Leslie Hornby?,HUM
Var ligger Taj Mahal?,LOC
Vad är utmärkande för en palmipeds fötter?,DESC
År 1309 tvingades påvens domstol flytta från Rom till vart?,LOC
Vad är veckans första dag?,NUM
Vad är gulasch?,DESC
Vilken huvudstad är byggd kring Monument Circle som innehåller soldat- och sjömanmonument?,LOC
Namnge herrparfymen som är förknippad med havet.,ENTY
Hur fungerar en fallskärm?,DESC
Vilken är den första boken i Gamla testamentet?,ENTY
Hur många av dem finns i Afrika söder om Sahara?,NUM
Vad är historien om Spartacus| den romerska slaven och gladiatoren?,DESC
Vilken berömd mur stöder Badaling-tornet?,LOC
"Vem porträtterade Fatman i TV-programmet ""Jake and the Fatman""?",HUM
Vad är objektorienterad design?,DESC
Vad betyder Melissa?,DESC
Vad är formdrag?,DESC
Vilka var John F. Kennedys hundar?,ENTY
Var finns bra vetenskapssidor på Internet?,LOC
Vilken kvinna var Time's Man of the Year år 1952?,HUM
Vilka strömmar påverkar området Shetlandsöarna och Orkneyöarna i Nordsjön?,DESC
Vem skrev The Ugly Duckling?,HUM
Vem designade London Bridge?,HUM
Hur många mil är det mellan Tel Aviv| Israel och Memphis| Tennessee?,NUM
Hur många glasssmaker har Howard Johnson?,NUM
Vilket vapen anpassades de korsade slitsarna i engelska slott efter?,ENTY
Hur kan jag stoppa eller sakta ner åldrandet?,DESC
Var ligger de mest trafikerade Amtrak-järnvägsstationerna i USA?,LOC
Hur många fräknar har Howdy Doody i ansiktet?,NUM
Hur får Cos Cob| CT sitt namn?,DESC
Vem ansågs vara psykologins far?,HUM
Hur fick Super President sina krafter i den animerade serien?,DESC
Hur lång var den animerade King Kong?,NUM
Vad är värden?,DESC
Vad är Japans befolkning?,NUM
Namnge en amerikanskt tillverkad motorcykel.,ENTY
Var låg det största koncentrationslägret under andra världskriget?,LOC
Hur mycket kostade Alaska när det köptes från Ryssland?,NUM
Hur många grenar utgör tiokampen?,NUM
Vad orsakar blå bollar?,DESC
Vilka var de första himmelkropparna som besöktes av rymdfarkoster?,LOC
Vem efterträdde Nikita Khrushchev som första sekreterare för kommunistpartiet?,HUM
Vem valdes till att vara den första svarta ordföranden för de militära gemensamma stabscheferna?,HUM
Namnet på damen som Great Gatsby suktar efter?,HUM
Vad tar en kock ägg i?,ENTY
Hur många bails finns det i en cricket-grind?,NUM
Vilken stad mördades Martin Luther King Jr. i?,LOC
Vilket kändispar delade sitt toalettpapper i två lika stora högar när de gick i skilsmässa?,HUM
Var ligger Bernini-Bristol Hotel?,LOC
"Vem sa ""Vilken föraktlig skurk stal korken från min lunch?",HUM
Vad är Kosovos huvudstad?,LOC
Vilken typ av företag är 7-Eleven?,HUM
Hur många bokstäver visas på siffrorna 2 till 9 på en telefonratt?,NUM
Vilka var de tre första städerna med en befolkning på mer än en miljon?,LOC
Hur fick årets månader namn?,DESC
Vilken skala mäter jordbävningar?,ENTY
Vad är ett glory hole?,DESC
Vilken typ av utbildning skulle du behöva för att bli en atletisk tränare för NFL?,ENTY
Vilka är de största företagen som ingår i Dow Jones?,HUM
Vilket college spelade Joe Namath fotboll för?,HUM
Vad var minimilönen 1991?,NUM
Vilket land är den största tillverkaren av volfram?,LOC
Hur gör den sina färger?,DESC
Vad skulle hända med Kanada om Quebec skulle separera?,DESC
När kommer Jimmy Buffett-konserten till E-centret i Camden NJ?,NUM
Vad är 'Last Chance for Animals'?,DESC
Vilket europeiskt land övergav frimärken 1923 eftersom utskriften kostade mer än deras nominella värde?,LOC
Hur är vädret på månen?,DESC
Vem var USA:s första president?,HUM
Vad är huvudspråket i Sao Paulo| Brasilien?,ENTY
Hur mycket försökte Varian Associates sälja sina vakuumprodukter till BOC-gruppen för?,NUM
Vad är förkortningen för International Olympic Committee?,ABBR
Hur många människor vandrar?,NUM
Vad är boxcars?,DESC
Hur håller jag katter ur min blommträdgård för gott?,DESC
Vem spelade Maria i filmen West Side Story?,HUM
Vad är ett vanligt läkemedel mot AIDS?,ENTY
Vem gav kapten Storbritannien stor makt?,HUM
Hur kan man se att fikon är mogna?,DESC
Hur älskar jag dig?,DESC
Vilken typ av läsk har den största mängden koffein?,ENTY
Vilken nationalitet är en sicilian?,LOC
Vad är det vanligaste pojkens eller flickans namn?,HUM
Vem var den anklagade i Århundradets rättegång| som började den 1 januari 1935?,HUM
Vilken färg var den hundra miljardens krita gjord av Crayola?,ENTY
"Vilken läsk säger till oss att ""Go Hawaiian""?",ENTY
Hur fungerar en vattenkraftsdamm?,DESC
Vilken är den äldsta byggnaden i USA?,LOC
Vilken är West Virginias statsdjur?,ENTY
Hur många människor dog på South Carolinas motorvägar 1998?,NUM
Vad är binomialkoefficienter?,DESC
Vad var vardagsrumskriget?,DESC
"Vilka är några översättningar av frasen ""Tack""?",ENTY
Vad är president Nixons födelsedatum?,NUM
"Vad är ""den stora amerikanska familjens flingor""?",ENTY
Vad gjorde Suzy Parker för att tjäna 1000 $ i början av 1950-talet?,DESC
Hur många människor dog i Vietnamkriget?,NUM
Vilket år blev Montana en stat?,NUM
När upplöstes Sovjetunionen?,NUM
