text,verbose label,coarse label,fine label
"Vad är luftens vikt?",NUM:weight,5,49
"Vad är en rädsla för barn?",ENTY:dismed,3,11
"Vad är ouzo?",DESC:def,2,2
"Vilket lopp är 1137 miles lång?",ENTY:sport,3,21
"Vad är Uruguays huvudstad?",LOC:city,0,32
"Vad står TS för i TS Eliots namn?",ABBR:exp,4,1
"Hur långt är världens största fartyg, i meter?",NUM:dist,5,40
"Vem är William Wordsworth?",HUM:desc,1,28
"Vad är det att älska?",DESC:def,2,2
"Vem är Charles Lindbergh?",HUM:desc,1,28
"Hur hög är kopian av Matterhorn i Disneyland?",NUM:dist,5,40
"Vilka är de största öknarna i världen?",LOC:other,0,35
"Var ligger Qatar?",LOC:other,0,35
"Varför är jordnötssmörkakor toppade med korsningar?",DESC:reason,2,5
"Vilken är den rikaste staten i USA?",LOC:state,0,36
"Vem är premiärministern i Norge?",HUM:ind,1,30
"Vad är en urolog?",DESC:def,2,2
"Vilken skådespelerska spelade i "The Lion in Winter"?",HUM:ind,1,30
"Vad flaskas i jeroboams?",ENTY:other,3,17
"Vem vann VM i rugby?",HUM:ind,1,30
"Vad är Nicholas Cages yrke?",HUM:title,1,31
"Hur många gånger var kastaren, Warren Spahn, en 20-match-vinnare under sina 21 major league säsonger?",NUM:count,5,38
"Hur många stift används i käglor?",NUM:count,5,38
"Vilka kvalifikationer finns det för individer som donerar blod?",DESC:desc,2,3
"Vilken bro i Kalifornien var Don Brown den första som korsade den 27 maj 1937?",LOC:other,0,35
"Vem är den berömda systern till skådespelerskan Olivia De Havilland?",HUM:ind,1,30
"Vilken tysk president pressades att utnämna Hitler till kansler 1933?",HUM:ind,1,30
"Hur många människor har dödats i krig, väpnade konflikter?",NUM:count,5,38
"Vad är hårtorkens historia?",DESC:desc,2,3
"Vilket däggdjur lever, föder upp, äter och sover under jorden?",ENTY:animal,3,6
"Vilken handel hoppades portugiserna på 1400- och 1500-talet att kontrollera mellan Asien och Europa?",ENTY:other,3,17
"Vad hände i staden Dogtown 1899?",DESC:desc,2,3
"Vilken var den största staden i världen som förklarade krigslag 1989?",LOC:city,0,32
"Vad är en rädsla för att synda?",ENTY:dismed,3,11
"Var ligger Thomas Edison Museum?",LOC:other,0,35
"Vad var den första minimilönen?",NUM:money,5,41
"Vad heter Afrikas högsta berg?",LOC:mount,0,34
"Vilket bergskedja sträcker sig från St.Lawrencebukten till Alabama?",LOC:mount,0,34
"Hur många typer av lemurer finns det?",NUM:count,5,38
"Vilka är några färgglada blommor som blommar på hösten i New England?",ENTY:plant,3,18
"Vad är det näst mest använda mordvapnet i USA?",ENTY:other,3,17
"Vilka företag eller byråer skulle göra en verifieringsanställning?",HUM:gr,1,29
"Vilken berömd tränare sa ""om du inte kan slå dem i gränden, kan du inte slå dem på isen""?",HUM:ind,1,30
"Vilken engångsmedlem i Ronald Reagans kabinett kallade federal politik gentemot indianer "ett exempel på socialismens misslyckande"?",HUM:ind,1,30
"Hur många klor har en hummer som kallas en pistol förlorat?",NUM:count,5,38
"Vem var Darth Vaders son?",HUM:ind,1,30
"Vilka är de fyra mest använda språken i Nordamerika?",ENTY:lang,3,15
"Vilket krig utkämpades av spaniorerna så långt som till Filippinerna?",ENTY:event,3,12
"Hur tjänar man en miljon dollar?",DESC:manner,2,4
"Vem uppfann processen för att tillverka kondenserad mjölk?",HUM:ind,1,30
"Vilken är den största staden i Connecticut?",LOC:city,0,32
"Vad är befolkningen i USA?",NUM:other,5,43
"Vilken skådespelare och skådespelerska har gjort flest filmer?",HUM:ind,1,30
"Vad är definitionen av skräppost?",DESC:def,2,2
"Vem hittade Hawaii?",HUM:ind,1,30
"Vad står IQ för?",ABBR:exp,4,1
"Var hittar jag gratis pianonoter för populärmusik?",LOC:other,0,35
"När slutade det amerikanska inbördeskriget?",NUM:date,5,39
"Vilket land är den största diamantproducenten?",LOC:country,0,33
"Hur lång tid tar det månen att kretsa runt jorden?",NUM:period,5,45
"Vilken öl är 'rockin' America? "",ENTY:food,3,13
"Vad är en fruktan för kvinnor?",ENTY:dismed,3,11
"Vem skyddar DC Comics drömvärld?",HUM:ind,1,30
"Vad heter dinosaurie-avfall?",ENTY:termeq,3,25
"Vad var den ökända prestationen av Tysklands U-2 ubåt?",DESC:desc,2,3
"Vilken homerisk epos berättar om händelserna mot slutet av Trojan Wars?",ENTY:cremat,3,9
"När utbröt vesuvius senast?",NUM:date,5,39
"Vad används ofta för att upptäcka fosterskador?",ENTY:other,3,17
"När bröt superkontinenten Pangea upp?",NUM:date,5,39
"Vilken typ av däggdjur är en hingstföl?",ENTY:animal,3,6
"Vem skapade Harry Lime?",HUM:ind,1,30
"Varför slutar många indianer inte högskolan?",DESC:reason,2,5
"Vilken färg har ett körsbärsträds blommor?",ENTY:color,3,8
"Vem var president Clevelands hustru?",HUM:ind,1,30
"Vilken klass av djur utgör mer än två tredjedelar av kända arter?",ENTY:animal,3,6
"Vad hette Sergeant Preston från Yukons ledande hund?",ENTY:animal,3,6
"Vilken film presenterade en tuff karaktär som heter Kid Shelleen?",ENTY:cremat,3,9
"Vilket företag utsåg en av sina pennor till "The Banana"?",HUM:gr,1,29
"Vad är huvudstaden i Monaco?",LOC:city,0,32
"Vad väger engelsmän sig i?",NUM:weight,5,49
"Hur stor är valkollegiet?",NUM:volsize,5,48
"Vad är det som går på fyra ben, sedan på två ben, sedan på tre?",ENTY:other,3,17
"Vad heter förekomsten 1919 där brittiska trupper dödade över 3 obeväpnade indiska demonstranter?",ENTY:event,3,12
"Vem uppfann Moog Synthesizer?",HUM:ind,1,30
"Vem tillverkar "Die Hard" bilbatteriet?",HUM:ind,1,30
"Hur lång tid tar det att resa från Tokyo till Niigata?",NUM:period,5,45
"Vilket stat ligger Filenes-butiken i?",LOC:state,0,36
"Hur blir ett lagförslag till lag?",DESC:manner,2,4
"Vad är en radiografs startlön?",NUM:money,5,41
"Vad är en sackarid?",DESC:def,2,2
"Colin Powell är mest känd för vad?",DESC:reason,2,5
"Vilken stjärnhoppande ras ledde inhumanerna till Marvel's Earth?",ENTY:sport,3,21
"Hur köper du aktier?",DESC:manner,2,4
"Vad betyder anslag för pengar?",DESC:def,2,2
"Vad heter Dolly Partons sällan sedd make?",HUM:ind,1,30
"Var är den officiella "nollan" på havsnivån?",LOC:other,0,35
"Vems gamla London-utrop var: "Köp min söta lavendel"?",HUM:ind,1,30
"Hur dog den tidigare WWF-brottaren Rick Rude?",DESC:manner,2,4
"Vem skrev texterna till Porgy and Bess?",HUM:ind,1,30
"Vad är en "falsk måne"?",DESC:def,2,2
"Vilken 1976 Deep Throat-klon ger den ledande damen ett andra struphuvud?",ENTY:other,3,17
"Vilken typ av bagage är uppkallad efter en berömd amerikansk flygare?",ENTY:other,3,17
"Vad är ett ord vars bokstäver kan ordnas till ett annat ord?",ENTY:word,3,27
"Vilket kapitel i Gone with the Wind har Rhett Butler lämnat Scarlett O'Hara?",NUM:ord,5,42
"Hur många amerikanska skådespelare nominerades till Oscar för bästa skådespelare 1983?",NUM:count,5,38
"När dog Lucelly Garcia, en tidigare ambassadör för Columbia i Honduras?",NUM:date,5,39
"I Hemingways ""Old Man and the Sea"", vilken typ av fisk fångar den gamle mannen?",ENTY:animal,3,6
"Hur länge var den längsta nysattacken?",NUM:period,5,45
"Hur kan jag bli rik snabbt?",DESC:manner,2,4
"Hur uttalas ordet 'qigong'?",DESC:manner,2,4
"Vilket program behöver jag köra en .tbk-fil?",ENTY:cremat,3,9
"Vad är sjömansnamnet för Sydamerikas södra spets?",LOC:other,0,35
"Vilka två New York Yankee-kastare bytte fruar och familjer?",HUM:ind,1,30
"Vilka är de tio plågorna av Egypten?",ENTY:dismed,3,11
"Vad är historien om Hot Wheels-bilar och hur produceras de?",DESC:desc,2,3
"Vad heter den rundade delen på toppen av en tändsticksbok?",ENTY:termeq,3,25
"När besökte Nixon Kina?",NUM:date,5,39
"Vilken är den tredje månaden i den gregorianska kalendern?",NUM:date,5,39
"Vilket land äger Korsika?",LOC:country,0,33
"Hur många drottningsbin regerar i en bikupa?",NUM:count,5,38
"Vilken sport har slotbacks, tailbacks och touchbacks?",ENTY:sport,3,21
"Vilket kött kompletterade sötpotatis och ärtor under den första TV-middagen?",ENTY:food,3,13
"Vad är RAM i datorn?",ABBR:exp,4,1
"Vad är en "upprepande väljare"?",DESC:def,2,2
"Vad är dingoes?",DESC:def,2,2
"Var kan jag hitta en världsatlaskarta online utan kostnad?",LOC:other,0,35
"Vilken Leoncavallo-opera har en prolog av en clown?",ENTY:cremat,3,9
"Hur kan jag få någons e-postadress?",DESC:manner,2,4
"Vilket kapitel i Bibeln har flest verser?",NUM:ord,5,42
"Vilket hav sjönk Titanic in?",LOC:other,0,35
"Hur fakturerade PT Barnum den diminutiva Charles S. Stratton?",DESC:manner,2,4
"Vilket år byggdes muren?",NUM:date,5,39
"Namnge en av kung Henry VIIIs fruar.",HUM:ind,1,30
"Vilken sydvästra stat kallas Silverstaten?",LOC:state,0,36
"Vad är granatäpplen?",DESC:def,2,2
"Varför arbetar apotekare på upphöjda golv?",DESC:reason,2,5
"Vad jobbar Robin Williams med?",HUM:title,1,31
"Vilket land invaderade de allierade i andra världskrigets operation Avalanche?",LOC:country,0,33
"Vilken berömd flod var Hernando de Soto den första europén att se?",LOC:other,0,35
"Vilket schackresultat blir resultatet när en spelare inte har något lagligt drag?",ENTY:sport,3,21
"Hur hittar de ett epicentrum?",DESC:manner,2,4
"När föddes Kristus?",NUM:date,5,39
"Var börjar kvalitetsdrycker?",LOC:other,0,35
"Vilka färger är de fyra ränderna på en burk Pepsi uppifrån?",ENTY:color,3,8
"Vilken typ av ämne är dextropropoxifen-napsylat?",ENTY:substance,3,22
"Vem är den franska litterära karaktären som främst är känd för sin enorma näsa?",HUM:ind,1,30
"Vad användes först av John L. Sullivan och James J. Corbett 1892?",ENTY:other,3,17
"Vilket land omger San Marino, världens minsta republik?",LOC:country,0,33
"Vem dödade Martin Luther King?",HUM:ind,1,30
"Vem äger rättigheterna i ett TV-program?",HUM:ind,1,30
"Vad satt Cool Hand Luke i fängelse för?",DESC:reason,2,5
"Vad var V-8 Juice-sloganen: "smaklöken"?",DESC:desc,2,3
"Vilken var Mae Wests senaste film?",ENTY:cremat,3,9
"Vilken bokstav börjar Gorbatjovs mellannamn med?",ENTY:letter,3,16
"Vem uppfann Astroturf?",HUM:ind,1,30
"Vad gör dig fet?",DESC:reason,2,5
"Namnge ett flygande däggdjur.",ENTY:animal,3,6
"Vilken säsong äger en hiemal aktivitet normalt rum under?",NUM:date,5,39
"I vilken riktning vetter de bästa surfstränderna?",LOC:other,0,35
"Vad är världsrekordet för det längsta håret?",NUM:dist,5,40
"Vilket engelskt ord innehåller flest bokstäver?",ENTY:word,3,27
"Hur vet jag om jag är avundsjuk på någon?",DESC:manner,2,4
"Vilken demokratisk prankster ledde tåget ut från stationen medan Richard Nixon talade från caboosen?",HUM:ind,1,30
"Hur tar James Bond sina martinis?",DESC:manner,2,4
"Vilken Kalifornisk viks största ö är Angel Island?",LOC:other,0,35
"Vad hette flygningen som Fawaz Younis kapade?",ENTY:veh,3,26
"Vilken tidigare afrikansk ledare höll sitt lands boxningstitel i nio år?",HUM:ind,1,30
"Vad är en våt dröm?",DESC:def,2,2
"Vilken bro i Kalifornien var Don Brown den första som korsade den 27 maj 1937?",LOC:other,0,35
"Vilket kameraföretag sa: ""Om du inte har tid, då har vi kameran""?",HUM:gr,1,29
"Vad hände med Pepsi Clear?",DESC:desc,2,3
"Hur mycket kostar ett ton cement?",NUM:money,5,41
"Vad är en mexikansk hårlös?",DESC:def,2,2
"Vilken amerikansk poet från 2000-talet skrev en biografi om Abraham Lincoln i fyra volymer?",HUM:ind,1,30
"Var är det äldsta levande tinget på jorden?",LOC:other,0,35
"Vilket smycke visas på Monopolys lyxskattutrymme?",ENTY:other,3,17
"Vem slutade skriva dagboksinlägg den 31 maj 1669, för att han trodde att han blev blind?",HUM:ind,1,30
"Vilken journalist kan hittas i och runt Walden Puddle?",HUM:ind,1,30
"Hur dog Sokrates?",DESC:manner,2,4
"Hur många sidor har en obelisk?",NUM:count,5,38
"Vilken var Edward Albees första teater i full längd?",ENTY:cremat,3,9
"Vad förlorades och återfanns av poeten John Milton?",ENTY:other,3,17
"Vilken kvinnlig kastare har slagit ut Ted Williams och Hank Aaron?",HUM:ind,1,30
"Hur kan forskare förutsäga väder genom att observera moln?",DESC:manner,2,4
"Vilka låtar var populära 1948?",ENTY:cremat,3,9
"Vilket år uppfanns kanonen?",NUM:date,5,39
"Hur många språk talar påven?",NUM:count,5,38
"Vilken vik skiljer Marylands östra och västra stränder?",LOC:other,0,35
"Vad heter sångaren Madonna på riktigt?",HUM:ind,1,30
"Vilken fransman hävdade följande? Om Gud inte fanns skulle det vara nödvändigt att uppfinna honom. "",HUM:ind,1,30
"Vilken färg hade Ernest Hemingways ögon?",ENTY:color,3,8
"Vad är ursprunget till uttrycket "ord av fyra bokstäver"?",DESC:desc,2,3
"Vem var den första kvinnan i rymden?",HUM:ind,1,30
"Vilket är det enda djuret som kan vända magen in och ut?",ENTY:animal,3,6
"Vilken professionell idrottsliga gav upphov till collegeutkastet?",HUM:gr,1,29
"Vad är skillnaden mellan en styrelse och en rådgivande styrelse?",DESC:desc,2,3
"Vem upptäckte imaginära siffror?",HUM:ind,1,30
"Vem gör Simpsons röster?",HUM:ind,1,30
"Hur många meter högt är hindret framför en löpares vattenhopp?",NUM:count,5,38
"Vilken religion har flest medlemmar?",ENTY:religion,3,20
"Hur många kalorier finns det i ett glas vatten?",NUM:count,5,38
"Vem är den rikaste personen i världen utan att äga ett företag?",HUM:ind,1,30
"Vad är SVHS?",ABBR:exp,4,1
"Vad är den kemiska reaktiviteten hos neon?",NUM:other,5,43
"Var hittar jag information om Alexander Mackenzie?",LOC:other,0,35
"Vad är det kulturella ursprunget till ceremonin för potlatch?",DESC:desc,2,3
"Vilken stad i Georgia fördömde Scarlett O'Hara att vara full av påträngande människor?",LOC:city,0,32
"Hur många länder tittar på MTV Europe?",NUM:count,5,38
"Vad är SAP?",ABBR:exp,4,1
"Vilket lager av atmosfären innehåller det mesta av ozonskiktet?",ENTY:other,3,17
"Vad är flygplatskoden för Los Angeles International?",NUM:code,5,37
"Vad var anspråket till berömmelse för Explorer I, som lanserades den 1 februari 1958?",DESC:reason,2,5
"I låten ""Yankee Doodle"", varför stack Yankee Doodle en fjäder i mössan och kallade den makaroner?",DESC:reason,2,5
"Vad står bokstäverna CE för på så många produkter, särskilt elektriska, som köpts nu?",ABBR:exp,4,1
"Var bodde den riktiga St. Nicholas?",LOC:other,0,35
"Vem tillverkar programvaran "PhotoShop"?",HUM:gr,1,29
"Hur många ögon har en fladdermus?",NUM:count,5,38
"Hur säger man 2 på latin?",ENTY:termeq,3,25
"Vilket var Dwight Eisenhowers favoritkortspel?",ENTY:sport,3,21
"Vad är det höga ljudet som du hör i örat då och då, men sedan försvinner det efter ett tag?",ENTY:other,3,17
"Vad är ursprunget till ordet nevermind?",DESC:desc,2,3
"Vem var den andra mannen som gick på månen?",HUM:ind,1,30
"Vad är servostyrning?",DESC:def,2,2
"Var gick Dikembe Mutombo på college?",LOC:other,0,35
"Vilken författare utnämndes till USA:s ambassadör i Spanien 1842?",HUM:ind,1,30
"Vilken vattenmassa mynner Yukon River ut i?",LOC:other,0,35
"Vem är Westview Highs bandregissör i Funky Winkerbean?",HUM:ind,1,30
"Hur andas en kyckling inuti ett ägg?",DESC:manner,2,4
"Vad är Mark McGwires e-postadress?",LOC:other,0,35
"Hur många pigor mjölkade?",NUM:count,5,38
"Kentucky Horse Park ligger nära vilken stad?",LOC:city,0,32
"Vad är den keltiska symbolen för "liv"?",ENTY:symbol,3,23
"Vilken typ av frukt är en gul genomskinlig?",ENTY:food,3,13
"Vilken låt satte James Taylor i rampljuset?",ENTY:cremat,3,9
"Vilken dryck består av tequila, apelsinjuice och galliano?",ENTY:food,3,13
"Nämn fyra serier om piloter.",ENTY:cremat,3,9
"Vilken geologisk tid lever vi i?",NUM:date,5,39
"Hur dunkar du?",DESC:manner,2,4
"Var ligger det massiva nordkoreanska kärnkomplexet?",LOC:other,0,35
"Hur gör växter mat?",DESC:manner,2,4
"Var ligger Microsofts huvudkontor?",LOC:other,0,35
"Hur byggde Hohenzollerna sin makt runt 17?",DESC:manner,2,4
"När var Kinas första kärnvapenprov?",NUM:date,5,39
"Vad heter en grupp gäss?",ENTY:animal,3,6
"Varför hette Washington, DC ursprungligen District of Columbia?",DESC:reason,2,5
"Hur hittar jag en snowboardwebbplats?",DESC:manner,2,4
"Vilken sångares hitlåt inspirerade Dolly Parton Stallone-filmen Rhinestone?",HUM:ind,1,30
"Hur mycket kan en person böta för att ha en hund på en strand?",NUM:money,5,41
"Varför får film- och TV-stjärnor så mycket betalt?",DESC:reason,2,5
"Vad är ett fångvaktarkontrakt?",DESC:def,2,2
"Vad gör människor för att förhindra utrotningen av fåglar?",DESC:desc,2,3
"Varför är milen 528 fot?",DESC:reason,2,5
"Vilken asiatisk bukt blev förstörarna Maddox och C Turner Joy skottskjutna i?",LOC:other,0,35
"Hur avlägsnas koldioxid från naturgas?",DESC:manner,2,4
"Vem är Edmund Kemper?",HUM:desc,1,28
"Vad var Mao, den kinesiska ledarens, fullständiga namn?",HUM:ind,1,30
"När är Dick Clarks födelsedag?",NUM:date,5,39
"Vem är chef för den internationella gruppen som heter Human Genome Organization, HUGO, som försöker samordna genkartningsforskning över hela världen?",HUM:ind,1,30
"Vilken radiostation arbetade Paul Harvey för?",HUM:gr,1,29
"Vilken karaktär är berättarrösten för Treasure Island?",HUM:ind,1,30
"Vad är rätt sätt att förkorta cc. längst ner i ett affärsbrev?",ABBR:abb,4,0
"Vem spelade med Charlie Chaplin i Modern Times och The Great Dictator?",HUM:ind,1,30
"Vilka sju siffror följer riktnumret i siffran för långväga information?",NUM:code,5,37
"Vilken Catch-22-karaktär väljs till borgmästare i ett halvt dussin italienska städer?",HUM:ind,1,30
"Vem bor farbror Duke's flickvän, älskling, med?",HUM:ind,1,30
"Vem var den amerikanska generalen som när han uppmanades att ge upp, svarade: ""Herr, jag har ännu inte börjat slåss.""?",HUM:ind,1,30
"När uppfanns streckkoden?",NUM:date,5,39
"Vad måste produceras i en skrift av habeas corpus?",ENTY:other,3,17
"Vilket lag spelade Babe Ruth sitt första stora ligamatch för?",HUM:gr,1,29
"Vilken klass kategoriseras som borgarklassen?",ENTY:other,3,17
"Vilken släkting till Leo Tolstoj översatte krig och fred åtta gånger?",HUM:ind,1,30
"Hur fungerar Nintendo "Zapper"?",DESC:manner,2,4
"Hur många kort delas ut till varje spelare i Contract Bridge?",NUM:count,5,38
"Vem var den andra personen någonsin som bar Iron Mans rustning?",HUM:ind,1,30
"Vad är InterLata Internet-tjänst?",DESC:def,2,2
"Vem är regissör och redaktör för filmen Big med Tom Hanks i huvudrollen?",HUM:ind,1,30
"Vad är den "fjärde dimensionen"?",DESC:def,2,2
"Vad är Homelite Inc.-hemsidan?",LOC:other,0,35
"Hur gammal var Stevie Wonder när han skrev på med Motown Records?",NUM:period,5,45
"Vad är "alternativ" längre?",DESC:def,2,2
"Varför kallar de en hamburgare för en hamburgare när det inte finns någon skinka?",DESC:reason,2,5
"Vem vann två guldmedaljer i skidåkning vid de olympiska spelen i Calgary?",HUM:ind,1,30
"Vilket år grundades företaget Avery Dennison?",NUM:date,5,39
"Var rankas USA bland världsländerna i område?",NUM:ord,5,42
"Vilka är de fyra järnvägarna i Monopol?",HUM:gr,1,29
"Vad heter alla hav i världen och vilka världshav rinner de ut i?",LOC:other,0,35
"Vad står BMW för?",ABBR:exp,4,1
"Namnge det högsta berget.",LOC:mount,0,34
"Vad är en biolog?",DESC:def,2,2
"Vilken uppenbarelse gjorde Alexander Butterfield för senatens Watergate-kommitté?",DESC:desc,2,3
"På vilken ö finns statyer som heter Mauis?",LOC:other,0,35
"Vad är en rädsla för svarta människor?",ENTY:dismed,3,11
"Vilken är den mest odlade och ätna maten?",ENTY:food,3,13
"Vilken var den värsta orkanen?",ENTY:event,3,12
"Hur kan jag komma igång med att skriva för TV?",DESC:manner,2,4
"Var föddes Pythagoras?",LOC:other,0,35
"Vilken stumfilm från 1927 fick en internationell återuppståndelse 1981?",ENTY:cremat,3,9
"Vad är priset för AAA:s ansvarsförsäkring?",NUM:money,5,41
"Vad är LMDS?",ABBR:exp,4,1
"Vilka är de tio rikaste människorna i världen?",HUM:ind,1,30
"Vem är ledaren för Brunei?",HUM:ind,1,30
"Vad är Italiens huvudstad?",LOC:city,0,32
"Vilket spel spelar Garry Kasparov?",ENTY:sport,3,21
"Hur får du en poängsättare att bli röd?",DESC:manner,2,4
"Vad finns i Fort Knox som är så värdefullt?",ENTY:other,3,17
"Vilken är den största vandringswebbplatsen?",LOC:other,0,35
"Vad är befolkningen i Arcadia, Florida?",NUM:count,5,38
"Vilken Stephen King-roman utspelas på en kyrkogård för husdjur?",ENTY:cremat,3,9
"Vilka var huvudförfattare för Smothers Brothers Comedy Hour?",HUM:ind,1,30
"Vem porträtterade Prewett i From Here to Eternity?",HUM:ind,1,30
"Vad var uppföljaren till The Pink Panther?",ENTY:cremat,3,9
"Hur många människor bor i städer?",NUM:count,5,38
"Hur högt måste ett berg vara för att kallas ett berg?",NUM:dist,5,40
"Vilken skotsk poet skrev Till en mus och en lus?",HUM:ind,1,30
"Vad heter uppfinnaren av studslera?",HUM:ind,1,30
"Vilket hav omger Madeiraöarna?",LOC:other,0,35
"Vilken berömd kommunistledare dog i Mexico City?",HUM:ind,1,30
"Vad var John Steinbecks reskamrat Charley?",ENTY:other,3,17
"Vilka är huvudstäderna i de två stora länderna som ockuperar den iberiska halvön i Europa?",LOC:city,0,32
"Hur många minor finns fortfarande i Falklandsöarna efter krigets slut?",NUM:count,5,38
"Hur kan jag komma i kontakt med Michael Moore från "Roger & Me"?",DESC:manner,2,4
"Hur uttalas 'qigong' ordentligt?",DESC:manner,2,4
"Hur många liter vatten går över Niagra Falls varje sekund?",NUM:count,5,38
"Vad färgar blått lakmuspapper rött?",ENTY:other,3,17
"Vem var den första kvinnan som sprang milen på mindre än 436893 minuter?",HUM:ind,1,30
"Hur många exemplar av ett album måste säljas för att det ska bli ett guldalbum?",NUM:count,5,38
"Vilket är "läsken för vuxna"?",ENTY:food,3,13
"Vilken är den enda grönsaken som börjar med "z"?",ENTY:food,3,13
"Vad är en rädsla för maskiner?",ENTY:dismed,3,11
"Vem tilldelade The Flying Fickle Finger of Fate?",HUM:ind,1,30
"Vad heter den typiska amerikanska staden i Sinclair Lewis "Main Street"?",LOC:city,0,32
"Vilken kurragömmalek spelas runt en burk?",ENTY:sport,3,21
"Vilken är den största staden i Texas?",LOC:city,0,32
"Vilken framtida rådjurjägare skildrade Annie Halls neurotiska bror, Duane?",HUM:ind,1,30
"Vilken dryck är den bästa törstsläckaren?",ENTY:food,3,13
"Var kan jag få en karta över Preussen på Internet?",LOC:other,0,35
"Vad var det längsta kriget i USA: s historia?",ENTY:event,3,12
"Vad är en "nod" i datortermer?",DESC:def,2,2
"Vilka är de fem rikaste länderna i världen?",LOC:country,0,33
"Var ligger McCarren Airport?",LOC:other,0,35
"Vilka är de populäraste pojknamnen i USA?",HUM:ind,1,30
"Hur många brickor tappade rymdfärjan Columbia vid sin andra flygning?",NUM:count,5,38
"Hur många teskedar utgör en matsked?",NUM:count,5,38
"Vem var textförfattare och vem var kompositören mellan Gilbert och Sullivan?",HUM:ind,1,30
"Vem var Randy Crafts advokat?",HUM:ind,1,30
"Vad är ursprunget till ordet Marijuana?",DESC:desc,2,3
"Vem var USA: s tredje president?",HUM:ind,1,30
"Vilket organ innehåller Langerhansöarna?",ENTY:body,3,7
"Namnge Dick Tracys två barn.",HUM:ind,1,30
"Vad är en rädsla för poäng?",ENTY:dismed,3,11
"Vilken bråkdel av en bävers liv spenderas simmandes?",NUM:perc,5,44
"Hur kan SQL-frågor förbättras?",DESC:manner,2,4
"Vilken är den mest radioaktiva maten?",ENTY:food,3,13
"Vad var det tidigare namnet på Commonwealth?",HUM:gr,1,29
"Hur mycket kommer gas att beskattas i Kalifornien år 2000?",NUM:money,5,41
"Vem gav kung Arthur rundabordet?",HUM:ind,1,30
"Vilken stat i USA täcker det största området?",LOC:state,0,36
"Hur gör man ett datorchip?",DESC:manner,2,4
"Vem blev presidenten för USA 1789?",HUM:ind,1,30
"Vem skrev "The Scarlet Letter"?",HUM:ind,1,30
"Vem försökte Sara Jane Moore att mörda?",HUM:ind,1,30
"Vad är Linux?",DESC:def,2,2
"Hur många punkter utgör symbolen för "därför"?",NUM:count,5,38
"Vilken titel hade Shevardnadze under sovjettiden?",HUM:title,1,31
"Vad åt pyramidbyggarna i Egypten främst?",ENTY:food,3,13
"Vad är det internationella radiokodordet för bokstaven F?",ENTY:word,3,27
"Vilka är de 28 tempus i det engelska språket?",ENTY:other,3,17
"Vilken kung undertecknade Magna Carta?",HUM:ind,1,30
"Vilken programvara erbjuder uppfinnare användning av CAD-liknande design?",ENTY:cremat,3,9
"Vad är agent orange?",DESC:def,2,2
"Namnge barnet som lämnades utanför dörren i början av bensingränden.",HUM:ind,1,30
"Hur många postnummer finns det i USA?",NUM:count,5,38
"Kan du namnge Sarges hund i Beetle Bailey?",ENTY:animal,3,6
"Varför ska du inte ta bort ett bi-stick med en pincett?",DESC:reason,2,5
"Vilket college spelade Dikembe Mutombo basket för?",HUM:gr,1,29
"Varför kom européerna först till Australien och Oceanien?",DESC:reason,2,5
"Vad sa den konfedererade konstitutionen om slaveri?",DESC:desc,2,3
"Hur lång tid tar det Vintergatan att göra en rotation?",NUM:period,5,45
"Hur många äger husdjur?",NUM:count,5,38
"Vilka webbplatser är länkade till rapporten om Genesis Eldercare?",LOC:other,0,35
"Vad är en rädsla för löss?",ENTY:dismed,3,11
"Hur lång tid tar det för olika material att brytas ner?",NUM:period,5,45
"Hur många färger finns det i en regnbåge?",NUM:count,5,38
"Vad hette Darth Vaders son?",HUM:ind,1,30
"Vilka problem bidrog till den höga felfrekvensen för slättbönder på 1800-talet?",DESC:reason,2,5
"Vilken brittisk kvinnlig popsångstjärna på 1960- och början av 1970-talet var barnskådespelerska på 1940- och 50-talet?",HUM:ind,1,30
"Var ligger McCarren Airport?",LOC:other,0,35
"Hur effektivt är kondomer när det gäller att skydda mot aids?",DESC:manner,2,4
"Vilken del av Storbritannien består av höglandet, centrala låglandet och södra höglandet?",LOC:other,0,35
"Hur många Marx Brothers var det?",NUM:count,5,38
"Hur hög är Matterhorn?",NUM:dist,5,40
"Vilket land är stolt över att göra anspråk på Volcano National Park?",LOC:country,0,33
"När föddes Babe Ruth?",NUM:date,5,39
"Vem porträtterade fältmarskalk Erwin Rommel i The Desert Fox?",HUM:ind,1,30
"Vilket TV-frågesportprogram lämnade sändning 1975 till tonerna av Vera Lynns We'll Meet Again?",ENTY:cremat,3,9
"Vilken riktning kastar de flesta baseballkastare mot?",LOC:other,0,35
"Hur många Beanie Baby-webbplatser finns det?",NUM:count,5,38
"Hur kan jag ringa en vän i ett annat land när jag inte kan telefonnumret?",DESC:manner,2,4
"Vad är 55 gånger sötare än rörsocker?",ENTY:food,3,13
"Var bryts diamanter?",LOC:other,0,35
"Hur får de Teflon att hålla sig till pannan?",DESC:manner,2,4
"Hur mycket pengar stal Marcos från deras land?",NUM:money,5,41
"Vem gör "cross-your-heart behå"?",HUM:ind,1,30
"Vem är Archie Bunkers svärson?",HUM:ind,1,30
"Vilket företag producerar Spumante?",HUM:gr,1,29
"Vad är musikens ursprung?",DESC:desc,2,3
"Vad betyder "BYOB"?",ABBR:exp,4,1
"Vilket större flygbolag har världens bästa säkerhetsrekord?",HUM:gr,1,29
